V,Np,B,Tp,Texp/Tp,Pdyn,logBeta,B_rms,Time
408.90802,5.45,4.5950627,43970.0,1.1068513,1.82,0.2624511,0.04,2016-03-13 19:35:00
409.83902,5.43,4.5137677,43456.0,1.1279002,1.82,0.2764618,0.04,2016-03-13 19:40:00
409.86606,5.45,4.4156313,46023.0,1.0652087,1.83,0.30535138,0.03,2016-03-13 19:45:00
411.24683,5.1,4.414091,51742.0,0.95744365,1.72,0.2922561,0.05,2016-03-13 19:50:00
408.25073,5.04,4.4347153,50211.0,0.9644329,1.68,0.2787536,0.02,2016-03-13 19:55:00
411.02762,5.1,4.4006023,51183.0,0.9662955,1.72,0.29446626,0.04,2016-03-13 20:00:00
411.1653,5.16,4.4278326,52478.0,0.9434333,1.75,0.29446626,0.06,2016-03-13 20:05:00
411.21912,5.05,4.444975,49903.0,0.99251884,1.71,0.2764618,0.04,2016-03-13 20:10:00
412.16187,4.96,4.5057297,52348.0,0.95293033,1.69,0.26481783,0.04,2016-03-13 20:15:00
411.5292,5.04,4.4661956,53015.0,0.9364524,1.71,0.27184162,0.05,2016-03-13 20:20:00
412.048,4.94,4.5048532,52606.0,0.94744164,1.68,0.26007143,0.04,2016-03-13 20:25:00
412.68747,4.97,4.410306,55740.0,0.89849836,1.7,0.29003462,0.04,2016-03-13 20:30:00
411.6161,4.92,4.303638,50395.0,0.9857855,1.67,0.26717174,0.09,2016-03-13 20:35:00
411.3145,5.28,4.17635,61528.0,0.8055754,1.79,0.37474835,0.06,2016-03-13 20:40:00
411.29953,5.42,4.057351,62048.0,0.7987336,1.84,0.41161972,0.03,2016-03-13 20:45:00
412.07217,5.61,4.03745,67010.0,0.743922,1.9,0.4456042,0.01,2016-03-13 20:50:00
412.0529,5.63,4.032989,63461.0,0.7854108,1.91,0.43775058,0.02,2016-03-13 20:55:00
411.2587,5.3,4.129806,43197.0,1.1469432,1.8,0.3443923,0.01,2016-03-13 21:00:00
410.6596,5.16,4.146637,40895.0,1.2060196,1.74,0.32428244,0.05,2016-03-13 21:05:00
408.60916,4.58,4.3969765,43719.0,1.1106752,1.53,0.21484385,0.12,2016-03-13 21:10:00
408.97144,4.63,4.5156283,51136.0,0.95220125,1.55,0.22530928,0.04,2016-03-13 21:15:00
