V,Np,B,Tp,Texp/Tp,Pdyn,logBeta,B_rms,Time
730.4017,17.55,32.650406,225443.0,1.3136697,18.76,-0.65757734,0.9,2024-05-11 03:10:00
746.86743,12.09,30.649988,223177.0,1.4223709,13.6,-0.7447275,3.65,2024-05-11 03:15:00
736.2164,20.7,28.517908,237337.0,1.2790213,23.04,-0.455932,2.09,2024-05-11 03:20:00
765.2429,20.09,37.703564,254827.0,1.3436217,23.53,-0.5850267,2.12,2024-05-11 03:25:00
703.30096,6.43,39.947086,181706.0,1.4488934,6.36,-1.30103,0.16,2024-05-11 03:30:00
710.91595,7.08,39.606125,176296.0,1.5442691,7.17,-1.2218488,0.05,2024-05-11 03:35:00
714.308,7.25,39.819916,167367.0,1.6509385,7.39,-1.30103,0.07,2024-05-11 03:40:00
712.6397,6.91,39.800236,161845.0,1.6948851,7.02,-1.30103,0.11,2024-05-11 03:45:00
691.9575,6.29,40.315025,159839.0,1.5658125,6.02,-1.30103,0.12,2024-05-11 03:50:00
693.72327,6.73,40.454605,178714.0,1.411593,6.48,-1.30103,0.04,2024-05-11 03:55:00
692.73016,6.97,40.295094,151742.0,1.6551046,6.69,-1.30103,0.07,2024-05-11 04:00:00
687.07153,8.09,39.63819,181488.0,1.3489456,7.64,-1.154902,0.34,2024-05-11 04:05:00
704.26587,8.11,39.85171,201189.0,1.3141809,8.04,-1.154902,0.11,2024-05-11 04:10:00
702.15405,7.54,39.65443,190872.0,1.3723253,7.43,-1.154902,0.06,2024-05-11 04:15:00
713.74786,23.82,38.28574,195875.0,1.4072174,24.27,-0.63827217,0.75,2024-05-11 04:25:00
734.29944,10.2,39.436775,222912.0,1.3507811,11.0,-1.0457575,0.11,2024-05-11 04:30:00
714.5027,14.79,38.249065,232282.0,1.1905667,14.87,-0.82390875,0.65,2024-05-11 04:35:00
702.5854,22.87,35.803314,210653.0,1.2458389,22.6,-0.60206,0.22,2024-05-11 04:40:00
699.33575,20.39,36.100204,223480.0,1.1575059,19.94,-0.63827217,0.24,2024-05-11 04:45:00
704.4247,17.76,38.056454,208617.0,1.2682782,17.56,-0.7695511,0.94,2024-05-11 04:50:00
706.3126,13.2,39.141045,217788.0,1.225036,13.18,-0.9208188,0.18,2024-05-11 04:55:00
703.3319,14.58,39.080975,193682.0,1.3594898,14.42,-0.88605666,0.23,2024-05-11 05:00:00
696.20905,15.12,38.882072,194580.0,1.3110086,14.66,-0.88605666,0.2,2024-05-11 05:05:00
704.1607,25.24,36.782055,171327.0,1.542523,25.04,-0.65757734,0.83,2024-05-11 05:10:00
702.98895,25.71,38.23762,200179.0,1.3133708,25.43,-0.6197888,0.26,2024-05-11 05:15:00
695.7642,23.91,38.24278,214775.0,1.1853757,23.14,-0.63827217,0.48,2024-05-11 05:20:00
704.67664,23.59,38.890675,220381.0,1.2019145,23.45,-0.63827217,0.37,2024-05-11 05:25:00
692.31934,22.72,39.777267,261930.0,0.9570706,21.81,-0.63827217,0.49,2024-05-11 05:30:00
686.2502,21.79,40.058575,276177.0,0.8831564,20.52,-0.65757734,0.71,2024-05-11 05:35:00
683.9395,21.76,39.5038,253892.0,0.9506403,20.34,-0.65757734,1.41,2024-05-11 05:40:00
704.11835,32.4,34.866177,381798.0,0.69205815,32.13,-0.25963733,0.78,2024-05-11 05:45:00
