V,Np,B,Tp,Texp/Tp,Pdyn,logBeta,B_rms,Time
338.95795,8.28,3.4143665,43808.0,0.6195062,1.9,0.673942,0.27,2023-10-20 04:55:00
339.36633,8.49,3.2725525,43084.0,0.6322824,1.96,0.74115163,0.03,2023-10-20 05:00:00
340.5664,8.27,3.17164,43034.0,0.6400114,1.92,0.73957235,0.05,2023-10-20 05:05:00
341.48587,8.2,2.981996,42554.0,0.65268576,1.91,0.80550086,0.14,2023-10-20 05:10:00
342.10013,8.23,2.7953713,43853.0,0.6369053,1.92,0.8621314,0.09,2023-10-20 05:15:00
342.5449,8.45,2.738211,46305.0,0.60562366,1.98,0.90848505,0.14,2023-10-20 05:20:00
342.80945,8.39,2.355865,43250.0,0.64996266,1.98,0.96894974,0.14,2023-10-20 05:25:00
342.98032,8.62,3.0346994,40763.0,0.6906883,2.03,0.8162413,0.2,2023-10-20 05:30:00
343.35843,8.34,3.3429627,38546.0,0.7329233,1.97,0.7058637,0.03,2023-10-20 05:35:00
341.51968,8.16,3.1456318,37511.0,0.7406615,1.9,0.7604225,0.07,2023-10-20 05:40:00
345.3148,7.99,3.4869041,37511.0,0.76658523,1.91,0.64836,0.03,2023-10-20 05:45:00
345.3148,7.99,3.4722183,37511.0,0.76658523,1.91,0.65513843,0.03,2023-10-20 05:50:00
344.216,8.34,3.1302557,39237.0,0.7256288,1.98,0.73798734,0.19,2023-10-20 05:55:00
345.22256,9.36,2.736677,45546.0,0.63082325,2.23,0.892651,0.01,2023-10-20 06:00:00
346.40228,9.3,2.9596114,42900.0,0.6768817,2.23,0.8375884,0.07,2023-10-20 06:05:00
350.9148,9.26,3.3913567,42682.0,0.7083099,2.28,0.7315888,0.15,2023-10-20 06:10:00
352.1098,9.36,3.3511343,44680.0,0.6838346,2.32,0.7032914,0.2,2023-10-20 06:15:00
357.17026,9.32,3.7064943,40904.0,0.7808906,2.38,0.6493349,0.29,2023-10-20 06:20:00
359.67682,9.79,3.6546683,41847.0,0.780093,2.53,0.73798734,0.06,2023-10-20 06:25:00
358.33633,9.26,3.751533,40271.0,0.80125403,2.38,0.65513843,0.04,2023-10-20 06:30:00
361.05304,10.11,3.7913191,34742.0,0.9508652,2.63,0.6627579,0.04,2023-10-20 06:40:00
359.49188,10.29,3.6062586,38236.0,0.8523989,2.66,0.667453,0.05,2023-10-20 06:45:00
367.39355,10.19,3.4999,29909.0,1.1660248,2.75,0.6354838,0.09,2023-10-20 06:50:00
368.66754,10.21,3.848714,29016.0,1.2149326,2.77,0.66558105,0.07,2023-10-20 06:55:00
369.57553,10.56,3.820589,32845.0,1.0815486,2.89,0.67302096,0.03,2023-10-20 07:00:00
361.3035,10.54,3.45268,28903.0,1.1454294,2.76,0.62531245,0.09,2023-10-20 07:15:00
347.03186,10.07,4.4439735,29585.0,0.9870826,2.43,0.48429987,0.26,2023-10-20 07:20:00
345.44742,8.84,5.254389,25540.0,1.1272424,2.11,0.31175387,0.07,2023-10-20 07:25:00
344.9289,8.63,5.4459343,26511.0,1.0808896,2.05,0.27184162,0.04,2023-10-20 07:30:00
344.94995,8.83,5.3654914,25869.0,1.1079247,2.1,0.2922561,0.02,2023-10-20 07:35:00
347.0029,8.92,5.3327856,25178.0,1.1595539,2.15,0.2988531,0.07,2023-10-20 07:40:00
354.29218,10.04,5.1565585,26175.0,1.1899563,2.52,0.38916612,0.03,2023-10-20 07:45:00
359.47604,9.8,5.109726,25815.0,1.2623614,2.53,0.38021126,0.02,2023-10-20 07:50:00
352.23776,9.83,5.0778537,24598.0,1.2435281,2.44,0.38381538,0.01,2023-10-20 07:55:00
353.47952,9.99,5.092347,24898.0,1.2420776,2.5,0.376577,0.05,2023-10-20 08:00:00
351.66806,10.11,5.199,23560.0,1.2917897,2.5,0.36921585,0.03,2023-10-20 08:05:00
349.3577,9.39,5.110724,21370.0,1.3952473,2.3,0.33645976,0.08,2023-10-20 08:10:00
347.23438,10.46,5.155987,25058.0,1.167528,2.53,0.37474835,0.08,2023-10-20 08:15:00
349.3939,9.95,5.441507,24240.0,1.2304479,2.43,0.32837963,0.14,2023-10-20 08:20:00
351.78745,9.63,5.05198,24039.0,1.2673881,2.38,0.35024804,0.02,2023-10-20 08:25:00
350.11404,9.91,5.1049094,26301.0,1.1413195,2.43,0.376577,0.09,2023-10-20 08:30:00
351.6891,10.32,4.395748,30118.0,1.0106989,2.55,0.5327544,0.35,2023-10-20 08:35:00
354.43222,10.09,4.144406,30372.0,1.0267832,2.54,0.49968714,0.46,2023-10-20 08:40:00
356.9713,9.45,4.571236,30612.0,1.0416242,2.41,0.4424798,0.13,2023-10-20 08:45:00
359.38348,9.54,5.1498446,24059.0,1.3534122,2.47,0.35218254,0.15,2023-10-20 08:50:00
368.50934,11.55,5.8901105,28462.0,1.2369268,3.15,0.31806332,0.37,2023-10-20 08:55:00
373.02808,12.0,6.53974,34270.0,1.0670198,3.34,0.31806332,0.22,2023-10-20 09:00:00
374.7371,12.73,7.203041,35580.0,1.0424626,3.57,0.20951504,0.14,2023-10-20 09:05:00
370.41055,12.96,7.412867,34704.0,1.0308298,3.56,0.20139715,0.1,2023-10-20 09:10:00
371.16147,13.42,7.420168,32482.0,1.1083112,3.7,0.20951504,0.12,2023-10-20 09:15:00
369.97195,13.82,7.0480356,32809.0,1.0863549,3.78,0.26951295,0.11,2023-10-20 09:20:00
369.39902,13.85,6.875762,33809.0,1.0491489,3.78,0.2922561,0.06,2023-10-20 09:25:00
370.14758,14.14,6.5582695,36241.0,0.9849319,3.88,0.35024804,0.04,2023-10-20 09:30:00
372.60928,13.98,6.7278075,34848.0,1.0456588,3.88,0.31806332,0.06,2023-10-20 09:35:00
369.89474,12.92,6.901,34270.0,1.0393659,3.54,0.25767857,0.06,2023-10-20 09:40:00
373.26324,14.32,6.522591,30918.0,1.1850241,3.99,0.35410845,0.19,2023-10-20 09:45:00
373.64166,14.68,6.290421,32079.0,1.1457443,4.1,0.37839794,0.04,2023-10-20 09:50:00
372.6097,14.79,6.2614617,27068.0,1.3462113,4.11,0.363612,0.05,2023-10-20 09:55:00
372.48578,15.53,6.257955,27040.0,1.3462106,4.31,0.39093512,0.08,2023-10-20 10:00:00
